rep,perm_mean_aa,perm_mean_bb,perm_mean_ab,perm_sep_aa_bb,perm_sep_aa_ab
0,0.0010937532755016957,0.001451692168293397,0.0015220417705215272,-0.0003579388927917014,-0.0004282884950198315
1,0.0013400127211433373,0.0016782657260222863,0.0012872013788474967,-0.00033825300487894897,5.281134229584059e-05
2,0.0016963845139903002,0.0011368567191638846,0.0013791031951398446,0.0005595277948264156,0.0003172813188504556
3,0.0014192054763404076,0.001268059579712111,0.0014516046964336722,0.00015114589662829666,-3.239922009326459e-05
4,0.0013314111938205247,0.0011821018810294608,0.0015379015137642637,0.00014930931279106391,-0.00020649031994373897
5,0.0015422076814242203,0.0015874060138102836,0.0012319048723066193,-4.519833238606332e-05,0.000310302809117601
6,0.0013687343735344856,0.0014093879661352775,0.0014064789122371078,-4.0653592600791875e-05,-3.774453870262215e-05
7,0.0012852630877565638,0.0014934754023873129,0.0014061728908349642,-0.00020821231463074913,-0.00012090980307840043
8,0.0015706543867461007,0.0011265919998116349,0.0014466473022827476,0.00044406238693446586,0.00012400708446335318
9,0.0016442705574175325,0.001231918967201022,0.0013577722103792077,0.00041235159021651047,0.0002864983470383248
10,0.001000777331884891,0.0019035814282070543,0.0013437814900940904,-0.0009028040963221632,-0.00034300415820919927
11,0.001336916304252453,0.0013917646488659284,0.0014310348008909608,-5.484834461347548e-05,-9.41184966385079e-05
12,0.0012368357288974853,0.0014015159729207963,0.0014758983290366766,-0.00016468024402331105,-0.00023906260013919134
13,0.0010858891443957079,0.001540677804002543,0.0014817514232352918,-0.0004547886596068351,-0.0003958622788395839
14,0.0013820994880704852,0.0014799282758559222,0.0013648058848563078,-9.782878778543704e-05,1.7293603214177432e-05
15,0.0015098278203596624,0.0011453955220087682,0.0014675187475634358,0.00036443229835089416,4.230907279622665e-05
16,0.001169790528519389,0.0015993545413667983,0.0014109376228962833,-0.00042956401284740924,-0.00024114709437689425
17,0.0012857511438491831,0.0013209848029829834,0.0014916008206797803,-3.523365913380024e-05,-0.00020584967683059713
18,0.0013133360063965307,0.0014277114341130117,0.001424892778820017,-0.00011437542771648105,-0.00011155677242348635
19,0.0017199814780508903,0.001004446757197383,0.001433146984099781,0.0007155347208535074,0.0002868344939511093
20,0.0013164617892551253,0.0013663503693461373,0.001453816302167796,-4.9888580091012004e-05,-0.00013735451291267057
21,0.0014828182746682618,0.0013078494975920663,0.0014002480140504604,0.00017496877707619545,8.257026061780134e-05
22,0.0011464661410374188,0.00183845322070911,0.0013037697246056474,-0.0006919870796716911,-0.0001573035835682286
23,0.001248110201770555,0.0015267532954759046,0.0014080974706406817,-0.00027864309370534955,-0.00015998726887012657
24,0.00138009004554832,0.0016691002663584682,0.0012718484860260516,-0.0002890102208101483,0.00010824155952226838
25,0.0011295920480160178,0.001798034523217172,0.0013322251438939387,-0.0006684424752011542,-0.00020263309587792086
26,0.0012413371616924653,0.0016561392762985253,0.0013471997100708978,-0.00041480211460606,-0.00010586254837843248
27,0.0015941860361924401,0.00134774774662181,0.0013251192288086789,0.00024643828957063014,0.0002690668073837613
28,0.0009898418247810809,0.001868470777785028,0.001366651081665256,-0.000878628953003947,-0.00037680925688417504
29,0.0016331818094250936,0.0013361410122319168,0.0013115160061834413,0.00029704079719317686,0.0003216658032416523
30,0.0013353869247217111,0.001513681920756525,0.001371242147685566,-0.00017829499603481394,-3.5855222963854846e-05
31,0.0015607508520244008,0.0011851407020652717,0.0014224868690752197,0.00037561014995912906,0.00013826398294918105
32,0.0014641194598258248,0.0016213141779820937,0.0012538476341618237,-0.00015719471815626887,0.00021027182566400108
33,0.0013182177708049331,0.0016533200245401984,0.001310415902585008,-0.0003351022537352653,7.801868219925196e-06
34,0.001556835368780451,0.0013687318236971868,0.0013332479686758631,0.00018810354508326413,0.00022358740010458783
35,0.0013394845294668332,0.0010969717555620283,0.0015761730527087555,0.0002425127739048049,-0.00023668852324192232
36,0.0010413437187346156,0.0014671716811436924,0.0015403836923335303,-0.00042582796240907684,-0.0004990399735989148
37,0.0016053888761830338,0.0012164864979965588,0.001384748238430559,0.00038890237818647497,0.00022064063775247477
38,0.001230461236063348,0.001298485332564125,0.0015302362118547784,-6.802409650077685e-05,-0.00029977497579143034
39,0.0014827374251355112,0.001302142560867752,0.0014031226145581359,0.0001805948642677592,7.961481057737539e-05
40,0.001431024528468084,0.0014157251444139303,0.0013723940034083562,1.52993840541538e-05,5.8630525059727955e-05
41,0.001496893934347774,0.001318415297446004,0.0013880094224821798,0.00017847863690176997,0.00010888451186559425
42,0.0013189788477067413,0.0014853369388141346,0.001393469500301055,-0.00016635809110739324,-7.449065259431363e-05
43,0.0014897831032641329,0.0012725776844314195,0.001414307149717632,0.00021720541883271335,7.547595354650085e-05
44,0.0016301233980901806,0.0013249818594269097,0.0013185773963729347,0.000305141538663271,0.0003115460017172459
45,0.0012090789254931237,0.0014998977114190958,0.0014408212779400212,-0.00029081878592597207,-0.00023174235244689746
46,0.0013445386246714705,0.0014512476268737293,0.0013977058360056408,-0.00010670900220225875,-5.316721133417023e-05
47,0.0010229210554437236,0.0015371851540145428,0.0015147602569088178,-0.0005142640985708192,-0.0004918392014650942
48,0.0013625040960914521,0.0012802343014242134,0.0014737196035069765,8.226979466723875e-05,-0.00011121550741552432
49,0.0010416299037341945,0.0017796187669112751,0.00138505950118584,-0.0007379888631770806,-0.00034342959745164536
50,0.0010319320991615066,0.0013469926681425176,0.0016047470398454246,-0.000315060568981011,-0.000572814940683918
51,0.001962867532337029,0.0008648364093410536,0.0013818533832396422,0.0010980311229959756,0.0005810141490973869
52,0.0011528216986313384,0.001428220594645123,0.0015043620019457807,-0.0002753988960137847,-0.00035154030331444237
53,0.0014282163543843636,0.001431345127961024,0.001366030804708214,-3.1287735766604395e-06,6.218554967614962e-05
54,0.0015983008403632891,0.001311565086445167,0.0013410462639582234,0.00028673575391812214,0.00025725457640506577
55,0.0011514191322161149,0.001737896982465425,0.0013512526706479248,-0.0005864778502493102,-0.00019983353843180994
56,0.0014596210107773113,0.0015151846649594256,0.0013087928553238441,-5.5563654182114305e-05,0.00015082815545346714
57,0.0013482534333762641,0.001579695979789005,0.0013320647990676727,-0.0002314425464127409,1.6188634308591425e-05
58,0.0015572534890199248,0.0010627661432460742,0.0014850032569143103,0.0004944873457738506,7.225023210561451e-05
59,0.0010594451677074623,0.0013883456203304526,0.0015705435828809256,-0.00032890045262299033,-0.0005110984151734633
60,0.0013695200082163776,0.0012818030006454893,0.0014694559132050295,8.771700757088832e-05,-9.993590498865194e-05
61,0.0016243258011244919,0.0013505605828824784,0.0013087527702162944,0.00027376521824201347,0.0003155730309081974
62,0.0014497055457312856,0.0013331161888067095,0.0014041448794525524,0.00011658935692457611,4.5560666278733186e-05
63,0.0013599260685790968,0.0011142686356059332,0.0015574296378611915,0.00024565743297316365,-0.0001975035692820947
64,0.0015723169042411117,0.0014205629941815544,0.0012998159913898326,0.00015175391005955736,0.0002725009128512791
65,0.0014807842740028377,0.001431166014456105,0.0013400110310051484,4.961825954673282e-05,0.00014077324299768931
66,0.0014189540519453214,0.0012505187961062863,0.0014604414930741248,0.00016843525583903505,-4.14874411288034e-05
67,0.001471273725663826,0.0014780935065896378,0.001321427282253869,-6.819780925811786e-06,0.0001498464434099571
68,0.0015741106031568687,0.0015622452826205648,0.0012285562510036313,1.1865320536303889e-05,0.00034555435215323743
69,0.0016680767059523826,0.0012296618671581788,0.0013470695162948441,0.00043841483879420383,0.0003210071896575385
70,0.0014144871777240255,0.0013745280687695082,0.0014010687685146348,3.9959108954517285e-05,1.3418409209390615e-05
71,0.0012348502177863254,0.0012576102596782372,0.001548357637132357,-2.276004189191174e-05,-0.0003135074193460316
72,0.0012470106451140316,0.0016047433300727945,0.0013699085332636327,-0.0003577326849587628,-0.00012289788814960102
73,0.0017637470062014063,0.0010601008389678835,0.0013837685778390093,0.0007036461672335229,0.000379978428362397
74,0.000879686534095646,0.0016955062533552101,0.0015072672565058314,-0.0008158197192595641,-0.0006275807224101854
75,0.0013725791307965857,0.0012965523947647772,0.001460611016577613,7.60267360318085e-05,-8.803188578102744e-05
76,0.0012359092181775113,0.0017032633127153575,0.0013264906505962982,-0.0004673540945378462,-9.058143241878693e-05
77,0.0016066561697463445,0.001122428317385907,0.001430834378997405,0.0004842278523604375,0.00017582179074893947
78,0.0014480052902970926,0.001210025196003936,0.0014661245327435791,0.00023798009429315667,-1.8119242446486532e-05
79,0.0015517997977543474,0.0014971928921835127,0.0012719466382706194,5.4606905570834694e-05,0.0002798531594837279
80,0.0010127037068249176,0.0018612400065091924,0.0013588876299838151,-0.0008485362996842748,-0.00034618392315889754
81,0.0016529178642225469,0.001170244544905268,0.001384109011072942,0.00048267331931727887,0.00026880885314960494
82,0.0014511118231866741,0.0011853961126754645,0.0014768140661282278,0.0002657157105112097,-2.5702242941553653e-05
83,0.0016609346123030002,0.0011799475867931622,0.0013753081820553291,0.00048098702550983794,0.000285626430247671
84,0.0009455544666678742,0.0019988973032385843,0.0013238686285528822,-0.0010533428365707101,-0.00037831416188500804
85,0.0015114891782819064,0.0011232133718439593,0.00147771074104391,0.000388275806437947,3.377843723799639e-05
86,0.0010364185572934038,0.001614715471949728,0.0014695497730823346,-0.0005782969146563243,-0.0004331312157889308
87,0.0016954214142575338,0.0013151670703787166,0.0012910207269037524,0.00038025434387881714,0.0004044006873537814
88,0.0011924084033768266,0.0015277694218048593,0.0014352580210995193,-0.0003353610184280327,-0.00024284961772269272
89,0.0010778766073700754,0.001530514951769771,0.0014907785332336327,-0.0004526383443996956,-0.0004129019258635573
90,0.0011447139007415028,0.001317804364369465,0.0015632289359346423,-0.00017309046362796229,-0.0004185150351931396
91,0.0011069863191706176,0.0019313036390118284,0.0012772623283758085,-0.0008243173198412108,-0.00017027600920519088
92,0.001422493548633824,0.0013064351921078126,0.001430911733038077,0.00011605835652601145,-8.41818440425299e-06
93,0.0016922735510997117,0.0011508283608176087,0.0013742057246874872,0.000541445190282103,0.00031806782641222446
94,0.0013601883282576704,0.0013619438764707777,0.0014342873459246275,-1.755548213107274e-06,-7.409901766695709e-05
95,0.0011078353401365593,0.0012644689804670547,0.0016080351950399615,-0.00015663364033049543,-0.0005001998549034022
96,0.001370777281065293,0.001717290713251469,0.001252539237095765,-0.00034651343218617585,0.00011823804396952822
97,0.0011236657790280932,0.0016357880710099386,0.0014157509287542008,-0.0005121222919818454,-0.0002920851497261077
98,0.0017249362229371575,0.0012733161207398986,0.0012971476769134853,0.0004516201021972589,0.00042778854602367215
99,0.0013591182238461288,0.0013253307756507825,0.0014530033378562905,3.3787448195346254e-05,-9.38851140101617e-05
100,0.001289026811699427,0.0015533365732728352,0.001374572526403533,-0.0002643097615734082,-8.554571470410603e-05
101,0.0011828218789092576,0.0018179649151070206,0.0012958888999116715,-0.000635143036197763,-0.0001130670210024139
102,0.001572922462136573,0.0010281235037738706,0.0014944268445375693,0.0005447989583627023,7.849561759900366e-05
103,0.0016866610209237735,0.0013477497951542873,0.0012791889689543195,0.0003389112257694861,0.000407472051969454
104,0.0011080541438525534,0.0016702272343116803,0.0014063999231181874,-0.000562173090459127,-0.000298345779265634
105,0.0013170709252706165,0.0014619742117203329,0.0014060205895675849,-0.00014490328644971642,-8.89496642969684e-05
106,0.0016323570614576169,0.0011572620944510959,0.0014007688268384293,0.000475094967006521,0.0002315882346191876
107,0.0012640475815965647,0.0016726104867635044,0.001327739500320922,-0.0004085629051669398,-6.369191872435728e-05
108,0.0012302190775183388,0.0011280626803944521,0.0016149997345097369,0.00010215639712388667,-0.00038478065699139806
109,0.001064747935877008,0.0016530342849843077,0.0014364478379119696,-0.0005882863491072996,-0.00037169990203496156
110,0.0014540507674625084,0.0013346041667730247,0.0014012477236027751,0.00011944660068948366,5.280304385973326e-05
111,0.0017953966723012623,0.0013609387131772767,0.0012186330994854153,0.0004344579591239856,0.0005767635728158469
112,0.001840765153417608,0.001148501699082493,0.0013016104708647065,0.0006922634543351149,0.0005391546825529014
113,0.0011626293662941036,0.0014498018818847492,0.0014887721543442596,-0.0002871725155906455,-0.0003261427880501559
114,0.001706688349480874,0.0012948653550099124,0.001295508001042666,0.0004118229944709616,0.0004111803484382079
115,0.0010012710251376823,0.0017330823650932117,0.0014282174904584122,-0.0007318113399555294,-0.00042694646532072996
