rep,wn_null_mean_tt,wn_null_mean_dd
0,0.00020176127946623545,-2.799116959236522e-05
1,-2.440342057974273e-05,0.00020922694505119498
2,-2.5004062027220094e-05,-0.00020508453088789708
3,0.00017862955378044996,0.00021153788993743825
4,-9.620166292446232e-05,-3.0335882640873482e-05
5,-0.00017054299269591734,-0.00015976371064550834
6,5.619728974100043e-05,0.00013121849525326898
7,-2.461018918361907e-05,-1.639243571335533e-05
8,-9.479496403440504e-05,-0.00018326640048778832
9,-6.0458801415758276e-05,-0.00015284133217469028
10,0.00011241792193517725,-0.0003253094437902535
11,-7.20579616616955e-05,0.00017629286777234445
12,0.0001456779821532284,-5.676898278827248e-05
13,0.0002587594517328371,-0.00010069656107131132
14,0.00016021942551376335,-2.980399359071703e-05
15,-0.00036119951227718566,0.00017127728303281984
16,0.0003834502150910672,-9.470357989702834e-05
17,0.00011551810161394278,7.562365388114746e-05
18,-8.1766216237582e-05,2.5856174144281218e-05
19,0.00024389850286049192,-9.996453200589732e-05
20,-0.0002661517280236157,-0.0001560140111321385
21,-0.00017008383717507082,3.347512360590645e-05
22,0.00021480809319311708,0.00024807634164592635
23,8.175565715282052e-05,0.0004339390211623461
24,0.00016524177599227735,-5.665058291682732e-05
25,0.0001471281630756218,5.193180581687563e-05
26,6.82176382968812e-05,4.727201471145432e-05
27,-0.00016159702301231596,0.00025073957735015226
28,0.00019394223382214,-0.00022620571089853036
29,-0.00020448555552176248,-0.0003358499433359141
30,-0.0001587075099828657,0.00019098062968524938
31,0.00015932138271850397,0.0001950456901106509
32,-2.686275059202287e-06,-0.0002902466137945985
33,4.647968308995396e-05,-0.00020902117434371434
34,0.00025855335302001027,1.0274541378752277e-05
35,-4.2235268858649175e-06,-0.00011376123040770058
36,2.8251491287143e-05,-1.4390967119279276e-05
37,3.303305291343507e-05,-0.00013682610206855678
38,-4.436496421469509e-05,-8.23409968133418e-05
39,-4.023112239580653e-05,-9.395753282959829e-06
40,-0.00021427722052194385,9.580039587633348e-05
41,-0.00015471406293672007,0.00015876808192236984
42,0.00022598959382072204,-3.0892543114001474e-05
43,4.979216633364418e-05,-9.925940016108502e-05
44,-2.2712771267697134e-05,0.0004171017616792217
45,4.262263334743039e-05,-4.5494958353825336e-05
46,2.538232244625106e-05,6.253500278558831e-05
47,-0.0002249617043875896,0.00026338575941912235
48,6.941376565267396e-05,8.304600578872766e-05
49,-0.00014294142812619945,-0.0002742882202981032
50,5.178306401811943e-05,-0.00010302309053757064
51,0.00010217812501305725,-0.00020700592416614884
52,0.0002694726995171807,5.721640452171787e-06
53,0.0001545174330675833,-7.492047023954902e-05
54,0.0003153622342462338,3.828724203248273e-05
55,-6.242639319166957e-05,-0.00034870573593314634
56,4.8435069733359325e-06,0.00012039593680213981
57,-0.00022202594324923736,-3.8929557220990615e-05
58,0.00018730045375687536,-0.00011243160235036763
59,5.388886491230652e-05,-0.00015660508498187653
60,-0.00011692998823611381,-0.0002041044693010857
61,7.381104345561972e-05,-0.00023118905495154304
62,0.00011224791409134425,0.0001463575669020509
63,-0.00011828879597363865,-2.6384753555071458e-05
64,-5.96154574559561e-05,-0.0001609526719604843
65,0.0001296411592860681,4.22652244866777e-05
66,7.335156135518575e-05,0.00014068764098165978
67,-0.00025771505713687704,0.00029770205412402715
68,0.00012668661853233474,-0.00022201142515418322
69,-0.0001255550916530789,0.00028721930090833716
70,-0.0001775886000594372,-0.00013937147061255772
71,-1.99412717344627e-05,-0.00017323289431039857
72,-0.00023770701052129947,-4.000878978246416e-05
73,-0.0001660470710532759,0.00015938989009351817
74,7.301928556142974e-05,0.0003448709952248763
75,5.948964411080589e-05,0.00014094610738981896
76,-0.00016008091658919582,-0.0001483812129569246
77,0.00018934641256322735,0.00014256835795027566
78,5.5599792442633086e-05,0.00028262634119388766
79,-0.00010446138685067605,-0.000136231079078258
80,0.00021246247333908514,9.673120579033688e-06
81,-0.0001418331782267949,-0.0002880902242688798
82,-0.0003082392312766817,-0.00023150828326944111
83,-0.0001460333776854749,0.000200929497215418
84,-4.1847304761868344e-05,-0.0002436180492495669
85,0.00022548221209688467,-0.00011558780690351624
86,0.00017562106012748046,-0.0002983881433950987
87,0.00023615682401056226,1.1614529986438786e-05
88,0.0002951435648562538,0.0002460498569973535
89,4.111745757700733e-05,1.4173757724988729e-05
90,-0.0003345770129316567,0.0002259585286469657
91,-0.00019953993996982866,-0.0001377483802910504
92,-0.00012309948346831166,-0.00021468165512473857
93,0.00012055316366102443,-8.24628012613068e-05
94,-1.2427752131530595e-05,-0.00014710300843358263
95,-0.00013293504322220098,0.00023162224508217728
96,1.0415861547933297e-05,5.3408428358730656e-05
97,-1.629408294511615e-05,-0.00011271480921659612
98,0.0001340276393691391,3.836066266757843e-06
99,0.00017041437841229127,0.0001938600714905045
100,-0.0003850411994365434,0.00016684204658521257
101,-9.265750719752444e-06,4.6342553418037496e-05
102,-0.0002872827710543209,8.24849593242827e-05
103,-0.0003003035002776694,0.0004957106061169979
104,0.00014858445575239,-0.0001601239544089653
105,-0.00019804846396319367,-0.00011225978703785169
106,-0.0002577039911217325,-4.4735518341434686e-05
107,0.00015593466851767559,-8.518958117041251e-05
108,-2.3495061440854352e-05,-0.00019136890873655066
109,-0.00037535886589818313,0.0003057042230730266
110,-4.278185523161042e-05,4.408120797211095e-05
111,2.454794939138028e-05,0.00022688704149667152
112,0.00017102891843928146,2.900226600664871e-05
113,0.00012858457811315246,0.0002031654431569273
114,7.632109891358918e-05,6.55947174682348e-06
115,0.0001324351975162434,0.0001312401980867739
116,0.00021330740890172095,-0.0001793626875742461
117,0.00018644275706369108,-0.00015271635256019039
118,-0.00040407787723140544,-0.0001672548222009164
119,2.223268930785697e-05,0.00014889952108614263
120,0.0003016171551170857,-0.0003354209344266803
121,0.00016386992606192623,4.0556059036877386e-05
122,5.369780933802388e-05,0.00026411690424299814
123,-3.8461684288168755e-05,-5.0319110266264094e-05
124,-0.00019834382152759267,0.00014845286875901344
125,-7.486367399593983e-05,-0.0002332114493348044
126,-0.0001805663110623655,-0.00017345017461187028
127,-0.00036897417835936286,-1.5298562857636508e-05
128,-3.164281296386581e-05,0.0005012265119692492
129,-8.999058727390308e-05,0.0003224403151151727
130,-0.00021555801558797668,-3.2456455761586e-05
131,0.00021463939320794578,-0.00010231665408255125
132,-3.97232578223373e-05,-1.0717762021610858e-05
133,0.0002757437176331648,-9.068826711675045e-05
134,-0.0002669491039142511,-6.822491422546064e-05
135,0.0001882976496154888,-6.420940337984142e-05
136,9.036885307089001e-05,-1.577314035902985e-05
137,0.00012351051335098546,-2.0705274221547192e-05
138,0.00020444844548243485,0.00012085238218172121
139,0.00014303318957452642,-4.207433049720536e-05
140,4.9141856438126814e-05,-6.533659663968333e-06
141,0.00010880025765604326,-2.3535194600462305e-05
142,0.00013499248576984008,0.00030075315953909625
143,0.00027810071596648004,8.292692566519273e-05
144,7.337867232656699e-05,-0.00011607544176758913
145,-0.0006182146723610731,0.00013659553601941393
146,0.0001220938507255923,-3.993752469930652e-05
147,-9.023947646174643e-05,0.0003593086671785628
148,0.00022057230564483275,0.00015631857730390983
149,8.431145141129735e-05,0.0002541700263006368
150,2.64783185052573e-05,0.0001228047953067571
151,7.863191743261736e-05,0.0001663637291621514
152,-3.338026230727996e-05,-4.3811736161335386e-05
153,-0.0001635275103899949,2.1399499269530916e-05
154,0.0001621284371163874,-4.2061345099257347e-05
155,0.00026140338403353897,-2.309441861212008e-05
156,6.925757858114316e-05,-7.952882281613606e-05
157,-8.81322338981914e-05,-3.3373671229663676e-05
158,0.00021296143615728375,-6.282434629307782e-05
159,0.00015750868166753147,0.00018321144491230388
160,-0.00015056872895855884,-6.960420998023164e-05
161,-0.00046289414783473387,-0.0002559641087734423
162,-4.612997350832274e-05,9.835068103495119e-05
163,-0.00016466393251323195,0.00020706755781600195
164,0.00017617739367782132,-0.0002531149596475496
165,-4.861427397289686e-06,0.00017052418847296534
166,-0.00020521291031744504,0.0001509615346609702
167,8.280950562379542e-05,-0.0003317142736470443
168,0.00017167661251639842,-0.00022561933912839348
169,-0.0005539337517620857,-0.00014079749558417595
170,-0.0001929177458419518,0.00011655890061209304
171,0.00014336357999595922,5.6331836150937504e-05
172,0.00043158438583875384,-2.8334877657422642e-05
173,-3.3931224420017737e-06,-9.784640190112107e-06
174,-5.2448317110872964e-05,9.683335532216179e-05
175,-0.00014625659501061548,-0.00012353292430557417
176,-5.81243288055496e-05,7.041102900848558e-06
177,-0.00020199346042131428,-0.00024760660756985786
178,-0.0001092840258727829,3.0482645256849448e-05
179,3.2217324493297595e-05,5.8681538322147766e-05
180,-7.448782506774139e-05,0.0001459005915025988
181,4.534311047525957e-05,-0.00021561372840336562
182,-0.00015270087452440049,9.507213750117047e-05
183,-0.00010566843750810278,-0.00016797797305357465
184,9.887931596117531e-05,0.00016524874682095181
185,-0.00011690286191643414,0.00020129752395810414
186,0.0003338472772666525,0.00031195943727304546
187,4.3253814065509536e-05,0.00015018754916148848
188,0.00018426879943086866,0.0001648344548656137
189,0.00010559103021155145,-0.000149800525339073
190,0.0001041344325555755,-0.00014921254240251965
191,8.785365815309759e-05,0.00010673615468283756
192,-0.0001304221840503132,-1.6361042337358237e-05
193,-5.0803967904283314e-05,-1.3100904755411971e-06
194,-2.3533543946282568e-05,-4.3703065085272646e-05
195,-1.7021421525319355e-05,-2.631251442162923e-05
196,1.981793470604833e-05,-0.00017506813466193933
197,1.6465383973932876e-05,-0.0001998783924293078
198,-2.205431925168046e-05,-0.00011447261418107405
199,0.00011052272649257572,5.538119233399633e-05
200,5.508726623284197e-05,6.870516946262967e-05
201,0.0002815951963798235,0.00010247901215151804
202,-1.4740761562935232e-05,-0.00016239032824386766
203,-1.2203344922784578e-05,-0.00016622238163361143
204,-0.0004406593273916082,7.108215747450912e-05
205,0.0001523550404413476,4.456493301561963e-05
206,-0.00010182405555654292,0.00014339040134327686
207,8.893422880490932e-06,-0.00011034343470612671
208,-0.00010202315138420145,7.581490231878232e-05
209,-2.999009648908904e-05,6.630231317145557e-05
210,-0.00010917162025886971,1.9031451740264934e-05
211,-0.00013146231203575107,-8.327465557880677e-05
212,5.8227836646279766e-05,0.00011442267859990306
213,7.308054126354432e-05,-8.671096141316258e-05
214,-0.00015124873709646135,3.259982334601625e-05
215,9.805473917271446e-05,0.00015678912787618507
216,7.159369132330458e-05,-0.0003181366250317805
217,4.2136413616975225e-06,-2.9987520899812914e-05
218,-4.4762599882972814e-05,0.00019866765698088406
219,-9.829114908791414e-05,2.1839593191714806e-05
220,-0.0001291190520021373,-8.435072983916911e-05
221,0.00024027946461719116,-0.0002448950897707128
222,0.00010891911109089925,-1.6549097153428833e-05
223,0.00011485934393098816,-1.0559367817082263e-05
224,2.5424848700436686e-05,-6.449115532369732e-05
225,-0.00010605458306585716,0.00033168477537838146
